epoch,accuracy,loss
0,0.09941546618938446,6.9973273277282715
1,0.10842326283454895,5.728280544281006
2,0.10842326283454895,5.696935176849365
3,0.10842326283454895,5.693314075469971
4,0.10842326283454895,5.690788745880127
5,0.10842326283454895,5.686929702758789
6,0.10842326283454895,5.682823657989502
7,0.10842326283454895,5.677217483520508
8,0.10842326283454895,5.67287015914917
9,0.10842326283454895,5.668089866638184
10,0.10842326283454895,5.660489559173584
11,0.10842326283454895,5.654761791229248
12,0.10842326283454895,5.646110534667969
13,0.10842326283454895,5.637162685394287
14,0.10842326283454895,5.627315521240234
15,0.10842326283454895,5.615930080413818
16,0.10927757620811462,5.602859020233154
17,0.11389388144016266,5.588868618011475
18,0.11830036342144012,5.573574066162109
19,0.12428057193756104,5.555962562561035
20,0.1258842945098877,5.537606716156006
21,0.12765288352966309,5.517950534820557
22,0.12873201072216034,5.49898099899292
23,0.13041067123413086,5.478346824645996
24,0.13234412670135498,5.457544803619385
25,0.13430754840373993,5.436446666717529
26,0.13676558434963226,5.415381908416748
27,0.14111210405826569,5.392390727996826
28,0.14377997815608978,5.3708176612854
29,0.14781175553798676,5.347299575805664
30,0.15175360441207886,5.325228214263916
31,0.1552308201789856,5.301055908203125
32,0.1570143848657608,5.277785778045654
33,0.16062650084495544,5.2543745040893555
34,0.16100120544433594,5.365058898925781
35,0.1638789027929306,5.229907989501953
36,0.16600719094276428,5.202195167541504
37,0.1699640303850174,5.178421974182129
38,0.1715077906847,5.156495571136475
39,0.17308153212070465,5.134359836578369
40,0.174805149435997,5.114665508270264
41,0.1761990338563919,5.09423828125
42,0.1766936480998993,5.074476718902588
43,0.1786121129989624,5.055301189422607
44,0.17856714129447937,5.036928176879883
45,0.18041066825389862,5.018922805786133
46,0.1805155873298645,5.001288890838623
47,0.18187949061393738,4.98431396484375
48,0.1824040710926056,4.966506481170654
49,0.184187650680542,4.949890613555908
50,0.18514688313007355,4.93440580368042
51,0.18630096316337585,4.917755126953125
52,0.18772481381893158,4.902114391326904
53,0.18920862674713135,4.8861083984375
54,0.19015288352966309,4.871665000915527
55,0.1911720633506775,4.857298851013184
56,0.19268585741519928,4.841670513153076
57,0.1942296177148819,4.8265275955200195
58,0.19514387845993042,4.813302040100098
59,0.19622302055358887,4.798539161682129
60,0.19781175255775452,4.783871650695801
61,0.1993105560541153,4.770211696624756
62,0.20077937841415405,4.756237506866455
63,0.20190347731113434,4.743380546569824
64,0.20341727137565613,4.729010581970215
65,0.20442146062850952,4.713665008544922
66,0.20589028298854828,4.700068950653076
67,0.20660971105098724,4.686847686767578
68,0.20849819481372833,4.671167373657227
69,0.21052157878875732,4.658148765563965
70,0.21245503425598145,4.644623279571533
71,0.21284472942352295,4.630548000335693
72,0.21434351801872253,4.616336822509766
73,0.21611210703849792,4.602866172790527
74,0.21794064342975616,4.588698863983154
75,0.21966427564620972,4.574771881103516
76,0.22047361731529236,4.560859680175781
77,0.22189748287200928,4.548386573791504
78,0.22372601926326752,4.533928871154785
79,0.22564448416233063,4.520546913146973
80,0.2267535924911499,4.507213592529297
81,0.22744303941726685,4.494201183319092
82,0.22912169992923737,4.481138706207275
83,0.2303057610988617,4.467947006225586
84,0.23190946877002716,4.453152179718018
85,0.23268884420394897,4.441226482391357
86,0.23417265713214874,4.427785873413086
87,0.2352517992258072,4.414220809936523
88,0.23702038824558258,4.4017157554626465
89,0.23788969218730927,4.390855312347412
90,0.23910371959209442,4.376718997955322
91,0.24118705093860626,4.362911701202393
92,0.24141186475753784,4.35192346572876
93,0.24309052526950836,4.339757442474365
94,0.2438998818397522,4.326870918273926
95,0.245413675904274,4.315085411071777
96,0.2470923215150833,4.30145788192749
97,0.24788668751716614,4.289397716522217
98,0.24893584847450256,4.279363632202148
99,0.25071942806243896,4.266708850860596
100,0.2516337037086487,4.25286340713501
101,0.25272780656814575,4.242885112762451
102,0.2549310624599457,4.229686737060547
103,0.25514090061187744,4.219094753265381
104,0.2567445933818817,4.2046942710876465
105,0.2582584023475647,4.194546699523926
106,0.259892076253891,4.180644512176514
107,0.26023679971694946,4.171117782592773
108,0.2620653510093689,4.157100200653076
109,0.2635791301727295,4.145127296447754
110,0.2634292542934418,4.134707450866699
111,0.2647631764411926,4.124502658843994
112,0.2657224237918854,4.112085342407227
113,0.26747602224349976,4.100307941436768
114,0.2685551643371582,4.087713241577148
115,0.27002397179603577,4.075882911682129
116,0.27090826630592346,4.066668510437012
117,0.27165767550468445,4.0568461418151855
118,0.27347123622894287,4.044069766998291
119,0.27510491013526917,4.029285430908203
120,0.2752697765827179,4.018202304840088
121,0.27661871910095215,4.0097479820251465
122,0.2784322500228882,3.9950504302978516
123,0.27930155396461487,3.983333110809326
124,0.2797062397003174,3.9730000495910645
125,0.2818644940853119,3.960862398147583
126,0.28271883726119995,3.9519095420837402
127,0.28372302651405334,3.938230276107788
128,0.28564149141311646,3.925563097000122
129,0.2873351275920868,3.914686441421509
130,0.2880995273590088,3.9040162563323975
131,0.2892685830593109,3.8925817012786865
132,0.2908872961997986,3.8779709339141846
133,0.29235610365867615,3.865255832672119
134,0.29352518916130066,3.8561718463897705
135,0.29479914903640747,3.8457295894622803
136,0.29632794857025146,3.831007719039917
137,0.2972721755504608,3.819286823272705
138,0.298561155796051,3.809157133102417
139,0.30010491609573364,3.7959249019622803
140,0.3015587627887726,3.7833163738250732
141,0.3030875325202942,3.7700765132904053
142,0.3040317893028259,3.7593202590942383
143,0.30584532022476196,3.744866132736206
144,0.3076738715171814,3.732009172439575
145,0.30927756428718567,3.7202701568603516
146,0.31038668751716614,3.7084667682647705
147,0.31038668751716614,3.69732928276062
148,0.31254497170448303,3.685262680053711
149,0.31347420811653137,3.675771474838257
150,0.31473320722579956,3.6627986431121826
151,0.31585732102394104,3.651167154312134
152,0.3175659477710724,3.6370956897735596
153,0.31966426968574524,3.6270182132720947
154,0.3211480677127838,3.6140623092651367
155,0.3230515718460083,3.600888967514038
156,0.3236810564994812,3.591196298599243
157,0.32476019859313965,3.580641508102417
158,0.32669365406036377,3.5694539546966553
159,0.32729315757751465,3.5602362155914307
160,0.329001784324646,3.5450446605682373
161,0.330545574426651,3.5301127433776855
162,0.3328237533569336,3.5199131965637207
163,0.33480215072631836,3.506462574005127
164,0.3349969983100891,3.5011777877807617
165,0.33694544434547424,3.4894723892211914
166,0.3386840522289276,3.4758143424987793
167,0.33937349915504456,3.4653353691101074
168,0.341202050447464,3.453136920928955
169,0.3436600863933563,3.437777280807495
170,0.34560850262641907,3.425150156021118
171,0.34548860788345337,3.429196357727051
172,0.3475719392299652,3.410973072052002
173,0.35002997517585754,3.394775867462158
174,0.3507044315338135,3.385538339614868
175,0.3522781729698181,3.3769023418426514
176,0.3535221815109253,3.366466999053955
177,0.3559352457523346,3.3504786491394043
178,0.3560701310634613,3.3410589694976807
179,0.35857313871383667,3.331423759460449
180,0.3598621189594269,3.3202948570251465
181,0.3616906404495239,3.3100223541259766
182,0.36398380994796753,3.2963099479675293
183,0.36413368582725525,3.2935962677001953
184,0.3661271035671234,3.281893491744995
185,0.36731114983558655,3.2630786895751953
186,0.3685251772403717,3.2611606121063232
187,0.36997902393341064,3.250605821609497
188,0.3706684708595276,3.2381393909454346
189,0.37443044781684875,3.2233173847198486
190,0.37546461820602417,3.2142839431762695
191,0.3770233690738678,3.2046003341674805
192,0.377562940120697,3.1953413486480713
193,0.38026079535484314,3.183225631713867
194,0.38092026114463806,3.1762008666992188
195,0.3825239837169647,3.1656267642974854
196,0.38381296396255493,3.1535143852233887
197,0.38573142886161804,3.1401984691619873
198,0.3888639211654663,3.1288962364196777
199,0.3885941207408905,3.1209800243377686
200,0.3916666805744171,3.106646776199341
201,0.39249101281166077,3.0983541011810303
202,0.39388489723205566,3.09088134765625
203,0.39300060272216797,3.0872745513916016
204,0.39563849568367004,3.081620454788208
205,0.39667266607284546,3.0657358169555664
206,0.3990257680416107,3.054544687271118
207,0.3998051583766937,3.0450189113616943
208,0.40146881341934204,3.04062819480896
209,0.40214329957962036,3.031359910964966
210,0.4038069546222687,3.017502546310425
211,0.4050959348678589,3.0150389671325684
212,0.4067895710468292,3.0057590007781982
213,0.4091876447200775,2.988825798034668
214,0.4113309383392334,2.9783010482788086
215,0.41230514645576477,2.9659578800201416
216,0.41380396485328674,2.955820083618164
217,0.3983363211154938,3.0300538539886475
218,0.4113609194755554,2.9741766452789307
219,0.41495802998542786,2.9405465126037598
220,0.4196792542934418,2.919538736343384
221,0.42230215668678284,2.9055488109588623
222,0.4228866994380951,2.9045867919921875
223,0.42411571741104126,2.895287275314331
224,0.42513489723205566,2.890395164489746
225,0.4251948297023773,2.883080244064331
226,0.4269784092903137,2.8778083324432373
227,0.4300359785556793,2.8622395992279053
228,0.43195444345474243,2.847329616546631
229,0.43441247940063477,2.8326876163482666
230,0.43538668751716614,2.8290035724639893
231,0.436735600233078,2.822977304458618
232,0.4366456866264343,2.816107749938965
233,0.43821942806243896,2.8081679344177246
234,0.44061750173568726,2.801767587661743
235,0.44036272168159485,2.797001600265503
236,0.4437200129032135,2.779710531234741
237,0.44544363021850586,2.765558958053589
238,0.44559353590011597,2.7646443843841553
239,0.44749701023101807,2.7586727142333984
240,0.4491906464099884,2.744908094406128
241,0.44979017972946167,2.735217809677124
242,0.4480215907096863,2.7436635494232178
243,0.45316246151924133,2.724113702774048
244,0.45307254791259766,2.717045783996582
245,0.4536121189594269,2.7093162536621094
246,0.45686450600624084,2.6979057788848877
247,0.4578387141227722,2.6904842853546143
248,0.45977216958999634,2.6802937984466553
249,0.462125301361084,2.6705074310302734
250,0.4633093476295471,2.6601126194000244
251,0.4659322500228882,2.649404764175415
252,0.4669364392757416,2.641092538833618
253,0.46818044781684875,2.633652448654175
254,0.47021883726119995,2.6228768825531006
255,0.469514399766922,2.6217052936553955
256,0.47083333134651184,2.6160333156585693
257,0.47146281599998474,2.6114089488983154
258,0.4758543074131012,2.5936994552612305
259,0.476109117269516,2.5834386348724365
260,0.455545574426651,2.676903009414673
261,0.47098320722579956,2.609276533126831
262,0.4789118766784668,2.5719919204711914
263,0.481939435005188,2.5522351264953613
264,0.48394784331321716,2.5402467250823975
265,0.48609113693237305,2.530794143676758
266,0.48546162247657776,2.528557538986206
267,0.4869304597377777,2.521315574645996
268,0.48874399065971375,2.5116639137268066
269,0.4899730086326599,2.509289264678955
270,0.49000298976898193,2.5047099590301514
271,0.48721522092819214,2.513057231903076
272,0.4891786575317383,2.5008959770202637
273,0.49334532022476196,2.4831764698028564
274,0.49473920464515686,2.4715828895568848
275,0.49781176447868347,2.45828914642334
276,0.4990707337856293,2.4483962059020996
277,0.500059962272644,2.444309949874878
278,0.501498818397522,2.440113067626953
279,0.5031624436378479,2.4284167289733887
280,0.5049760341644287,2.417018413543701
281,0.5042266249656677,2.417036771774292
282,0.5053057670593262,2.413289785385132
283,0.5046312808990479,2.4127423763275146
284,0.505560576915741,2.4051408767700195
285,0.5087530016899109,2.395578622817993
286,0.5104765892028809,2.382018566131592
287,0.5128147602081299,2.370070695877075
288,0.5145983099937439,2.3596200942993164
289,0.515752375125885,2.3539960384368896
290,0.5141336917877197,2.3570237159729004
291,0.5147032141685486,2.3609251976013184
292,0.515032947063446,2.3560991287231445
293,0.5141786336898804,2.3527536392211914
294,0.5170114040374756,2.3405094146728516
295,0.5204586386680603,2.325896739959717
296,0.5243704915046692,2.3051977157592773
297,0.5267236232757568,2.2907752990722656
298,0.5285971164703369,2.28340220451355
299,0.5301408767700195,2.276771068572998
